mid,author,aid,title,created,length,pic,duration,tid,tname,view,danmaku,reply,like,coin,favorite
43536,黑桐谷歌,689622,超级多玩星期天第23期：CJ展上的PK,1375680585,22:47,//i0.hdslb.com/bfs/archive/51799d56c16887bc58b977a9180c400bb2b879cd.jpg,1367,17,单机游戏,8465,896,14,0,4,12
562197,中国BOY超级大猩猩,7980443,Party Panic#2丨大翻盘！,1484249071,13:17,//i2.hdslb.com/bfs/archive/5e638473b7b83a7b9fd181162279ce3a52108eef.jpg,797,17,单机游戏,524745,5190,1025,712,4128,2312
423895,怕上火暴王老菊,2033148, 王老菊的远行星号传说03：大就是强！多就是猛！,1424615757,80:33,//i2.hdslb.com/bfs/archive/a2b93bc1829257c1815c1db73bc1e250053b2eb1.jpg,4833,17,单机游戏,281498,6247,625,77,488,524
433351,EdmundDZhang,673262,【老E】GBA特辑 0008 - 0014 (奇葩游戏出没注意!）,1374946757,10:50,//i0.hdslb.com/bfs/archive/d049ec3aeac28eae92c6f542b28f858b573d95d0.jpg,650,17,单机游戏,538980,9982,302,275,1018,913
562197,中国BOY超级大猩猩,18629880,Bridge Constructor Portal#4丨出现了！传说中的一次性车队桥！,1516842057,16:15,//i0.hdslb.com/bfs/archive/d33608d98f2c134444cd7cdeba10c3b7ead504ec.jpg,975,17,单机游戏,357345,5626,1562,5733,7705,1154
433351,EdmundDZhang,2115013,【老E】小清新的游戏！我ri！,1426473756,69:00,//i0.hdslb.com/bfs/archive/9e647279cd955df20679a39d2dd200799a98b8d8.jpg,4140,17,单机游戏,950352,27374,1674,381,2075,5455
1643718,山下智博,1836537,【绅士大概一分钟】如何一秒俘获女神芳心,1419726325,01:58,//i1.hdslb.com/bfs/archive/a0ece2d0afe5d877cd77c01e25c827a3ca2f15aa.jpg,118,138,搞笑,236468,1673,127,24,196,245
32786875,信誓蛋蛋,16663831,没有票上高铁怎么办？,1511617294,09:15,//i1.hdslb.com/bfs/archive/e7856fcadb5da5eb6de73a12e563bed4c3aa7835.jpg,555,21,日常,124644,2064,524,2961,2422,435
3380239,神奇的老皮,47007522,UP主竟用5万设备做视频！无线动捕技术get！,1553324426,03:52,//i1.hdslb.com/bfs/archive/9065736297acdcee86360d986802430eaab098d9.jpg,232,21,日常,475060,2209,1542,22642,13578,6211
433351,EdmundDZhang,1525223,【老E】我在MC地狱中他喵的又迷路了！,1410570668,20:40,//i0.hdslb.com/bfs/archive/65c4b9b986765bed85cd93bb4afa078cc41fb845.jpg,1240,171,电子竞技,411458,8906,782,134,930,1058
7349,STN工作室,13534526,【STN快报32】拒绝COD，提高记忆力,1503071138,19:18,//i1.hdslb.com/bfs/archive/62554b84e96e2959610bc8c0a196f5da745d000c.jpg,1158,65,网络游戏,734485,15441,4614,909,21228,2408
927587,木鱼水心,4425138,【垫底辣妹】木鱼三分钟影评——有一种青春不叫鸡汤，叫做希望,1461206940,04:05,//i0.hdslb.com/bfs/archive/59106fc5387ca027254f0ac363e670d59872c01b.jpg,245,182,影视杂谈,310571,849,792,250,2541,4180
562197,中国BOY超级大猩猩,2475479,高考恋爱100天EP3丨谈恋爱原来那么麻烦,1435062650,39:21,//i2.hdslb.com/bfs/archive/9a031f62a2d80bbc2b702afd4a1ebe83dee7d1f8.jpg,2361,17,单机游戏,17809,880,44,49,136,277
927587,木鱼水心,4851128,【木鱼说 11】有眼不识泰山是指泰山吗？,1464947381,04:00,//i1.hdslb.com/bfs/archive/10e16331215f3c13859461f39f114b8695e0f5a3.jpg,240,124,趣味科普人文,54546,649,272,111,812,525
43536,黑桐谷歌,247280,黑桐谷歌出品【多玩】游戏有没有！vol.94 04-13,1334312218,10:20,//i0.hdslb.com/bfs/archive/a04d79959f8a85eaf27991968d02ef0f782ddac2.jpg,620,17,单机游戏,3766,166,18,3,7,6
927587,木鱼水心,16303371,【木鱼微剧场】《银河护卫队》漫威电影系列,1510581401,18:10,//i2.hdslb.com/bfs/archive/78b796b3e0342cdee13e77b954422ba25f06e031.jpg,1090,182,影视杂谈,512977,2730,996,2303,5453,2200
423895,怕上火暴王老菊,7210388,王老菊教你当抱大腿大侠,1479810854,52:53,//i0.hdslb.com/bfs/archive/419ce395e8b4e80ae3cb42a4e307e65e4c3770a3.jpg,3173,65,网络游戏,491488,3388,1131,78,2299,412
168598,逍遥散人,198137,坑爹游戏I wanna be the magnanimity Part16,1326341418,30:01,//i2.hdslb.com/bfs/archive/6604b800887dc741c6cf1a5d6f1d4de87c5a6ea1.jpg,1801,17,单机游戏,49982,3980,99,221,268,695
168598,逍遥散人,558581,[散人直播剪辑]以撒的结合系列第一期 抹大拉通一周目 end1达成,1367824778,77:08,//i2.hdslb.com/bfs/archive/2f8392985682bbb5f967d693c3305210cfcd6e45.jpg,4628,17,单机游戏,212288,10085,149,102,237,591
562197,中国BOY超级大猩猩,3425737,死亡奔跑#2（BEN AND ED）丨这游戏怎么那么难啊！,1450689358,18:50,//i1.hdslb.com/bfs/archive/c19a78d2f8d037e6f258da337494e32f9545048d.jpg,1130,17,单机游戏,101519,1765,208,209,433,714
43536,黑桐谷歌,820722,黑桐谷歌【GTA5】02错综复杂、哈草战士-麦克、其父其子,1383450205,34:44,//i2.hdslb.com/bfs/archive/6c9be1ac3f9b747d7d73a23e3f3aad0fc585e9a9.jpg,2084,17,单机游戏,125274,2488,245,34,353,337
562197,中国BOY超级大猩猩,10323299,逃生2 END（OUTLAST2）丨跑了那么久 终于结束了。,1493957998,102:21,//i2.hdslb.com/bfs/archive/a7acdec90d299d73995aa9821e125d85e5859b6b.jpg,6141,17,单机游戏,266402,18743,2309,461,4035,1515
1532165,papi酱,8668804,papi酱不定期更新的日常——30岁生日答网友问,1487327486,08:22,//i1.hdslb.com/bfs/archive/88be62ad2d6a30838cc9ac5f87f8921b1a52bd25.jpg,502,138,搞笑,1742611,33624,7163,2277,24169,6694
3380239,神奇的老皮,7046762,【燃向】真人版侍魂！,1478832849,02:48,//i2.hdslb.com/bfs/archive/6025b90924d15807ac2d1061cdba1ad97c408f8c.jpg,168,17,单机游戏,352140,1816,965,1095,8919,2729
927587,木鱼水心,15697645,【木鱼微剧场】《钢之炼金术师FA》（P3）一即是全，全即是一,1508856859,15:35,//i1.hdslb.com/bfs/archive/a7f78315ca5e5dddca7b1d93f3cf681a8601ceaf.jpg,935,27,综合,376636,1964,1280,2141,8760,1924
43536,黑桐谷歌,542221,超级多玩星期天08期：新主播小双处女首秀,1366517934,26:22,//i1.hdslb.com/bfs/archive/ccc1485327544b4a81c2f5bfcdd0816340c3be5a.jpg,1582,17,单机游戏,23264,1343,37,3,6,25
235555226,哔哩哔哩UP主执事,33686532,UP主学园创作训练营，四天三夜一起搞“视”情！,1539432239,05:50,//i1.hdslb.com/bfs/archive/6551a443bb90663318c93ef98ea8a7df4da80b03.jpg,350,21,日常,37856,493,322,1764,367,381
423895,怕上火暴王老菊,4523597,王老菊的新黑魂之旅15：GIRIGIRI骑士,1462087494,71:00,//i1.hdslb.com/bfs/archive/66892191de6abf6019779672a648a6b9248e0a04.jpg,4260,17,单机游戏,453832,10720,1621,356,4655,2084
546195,老番茄,1361436,七夕节老番茄和自己玩游戏,1406947124,17:12,//i1.hdslb.com/bfs/archive/cbd3fd2b7f4b48e2aa445bd4a2ecc93e3ddfd5f4.jpg,1032,67,,1465120,58822,3185,2455,5103,4309
1643718,山下智博,20006719,做了30米的长长长长长长长吸管！用来喝水是怎样的体验？【绅士一分钟】,1519606847,05:00,//i1.hdslb.com/bfs/archive/3cb74fe884dd3639bf71e1b42dba654625bdd565.jpg,300,138,搞笑,411784,3551,1645,5694,7367,980
10462362,天天卡牌,21382999,【逗鱼时刻】第149期 社会我牛哥，独爱王爵徳,1522331576,12:00,//i2.hdslb.com/bfs/archive/a02f62c237f696cc3c1ca6ef89d300a0a6e45c96.jpg,720,171,电子竞技,1384860,8161,2155,4349,11927,1174
122879,敖厂长,2475575,【MC厂长】闹鬼的小屋,1435064298,25:11,//i2.hdslb.com/bfs/archive/e42b1761cec15ab5734e31ff161d7996dd8f9b29.png,1511,17,单机游戏,1608061,76645,3894,574,5235,4565
43536,黑桐谷歌,411154,黑桐谷歌实况【刺客信条3】01 存档重打,1354974840,30:45,//i0.hdslb.com/bfs/archive/8bb09f8121c333c40d24f882e13b2d2faf3c9026.jpg,1845,17,单机游戏,28379,1592,87,13,60,206
433351,EdmundDZhang,6014528,【老E】求生之路导演剪辑（标准结局）版,1472177522,73:52,//i0.hdslb.com/bfs/archive/f62e896d6ed1377fa624a5a9718a8051605526c5.jpg,4432,171,电子竞技,1059340,15016,4790,590,11538,5410
2403047,嘟督不噶油,22021964,【嘟督】菜B吃鸡不再水，队友反成裙下鬼？,1523591866,14:49,//i2.hdslb.com/bfs/archive/39c7cf93247d22c701fe292e695bf7d874746b59.jpg,889,172,手机游戏,436893,6141,1399,5862,3430,1262
10462362,天天卡牌,12977882,【煮鸡时刻】第10期 这儿还可以钓鱼？,1501893034,09:34,//i0.hdslb.com/bfs/archive/b8a6150781c4b18d6738972b910bc6cce76f699f.jpg,574,17,单机游戏,621015,3306,836,398,4124,505
1643718,山下智博,3458601,【绅士大概一分钟】⑦冤冤相报何时了,1451147447,07:06,//i2.hdslb.com/bfs/archive/c7ac93ffb165064d5f6019418d7359b069a109bd.jpg,426,138,搞笑,278357,4200,912,40,625,500
10462362,天天卡牌,39666754,【黄金赛五周年】 炉边有你 感谢陪伴,1546344488,11:20,//i1.hdslb.com/bfs/archive/2cc91a6ed1d9deb601d0e914745f56a3f141900b.jpg,680,21,日常,273476,4777,960,10742,12301,2532
32786875,信誓蛋蛋,43189427,网红挑战荒岛求生用iPhone成功抓鱼【第七集】,1549851349,11:23,//i0.hdslb.com/bfs/archive/ee0d8492a0e3bbf633ce8d4524a76ca0e74e2006.jpg,683,21,日常,3515031,66630,17099,342893,392337,62205
4162287,渗透之C君,9848497,【C菌】我与比尔盖茨合影啦!! 【C菌旅游电影: 西雅图篇】,1492226237,16:36,//i0.hdslb.com/bfs/archive/45af46feb698c2f8d77f69828db3754294bb43d4.jpg,996,21,日常,614801,33428,4828,1015,34183,5915
168598,逍遥散人,15861461,双人茶杯头大冒险02  为何嘉宾接连逃跑？,1509354006,65:20,//i0.hdslb.com/bfs/archive/0269d3e0bf5c2ab861527e0ed87c8bd2d22b2dd7.jpg,3920,17,单机游戏,398488,7543,1731,6287,15936,9917
562197,中国BOY超级大猩猩,2508303,Agar.io琼脂丨这是一个带了音效的细胞吞噬,1435669739,17:02,//i2.hdslb.com/bfs/archive/008b68d372d4e0bea707973b5aa6506886d6ad54.jpg,1022,17,单机游戏,33523,690,91,49,34,134
927587,木鱼水心,10094256,【木鱼微剧场】《我的妹妹不可能那么可爱》（Part 2）黑猫成为了女朋友,1493123268,14:33,//i0.hdslb.com/bfs/archive/9793acbbc15fb8f3ef9b8060caa64ccf38c7aa21.jpg,873,27,综合,238641,3441,1361,172,2936,1722
927587,木鱼水心,10978955,【木鱼微剧场】一口气看完《三国演义》（全集）,1496243657,173:10,//i1.hdslb.com/bfs/archive/10cf90371680fd9ed6c3df9e95de74664554beb3.jpg,10390,182,影视杂谈,2384236,40871,5569,14783,42247,60254
7487399,努力的Lorre,4933222,《复仇者联盟大战X战警》友谊的小船又翻了？下【Lorre】,1465574582,18:24,//i2.hdslb.com/bfs/archive/2a0fc8ba2cd14fa8cc9ec690a9aa19d2a9cc4c2b.jpg,1104,183,影视剪辑,422787,2524,499,760,1614,1765
808171,吃素的狮子,35603503,【梗百科72】NBA里竟然有这么多梗！这未来到底是谁的！！？？,1541751114,08:01,//i1.hdslb.com/bfs/archive/51b2a7008aa502b7452119a03e0ce99be1ea9045.jpg,481,163,运动,290940,2332,868,13183,9859,4862
585267,纯黑-克劳狄乌斯,3409408,纯黑《刺客信条：枭雄》第九期+完结合集 完美同步攻略解说,1450461307,373:08,//i2.hdslb.com/bfs/archive/ea1ed8f036b36587e4412810acb9bf61315fcfdc.jpg,22388,17,单机游戏,1039808,145645,1857,1457,16469,22133
32786875,信誓蛋蛋,11273881,朋友来了，用什么招待他最好？［上海篇］,1497261889,04:56,//i2.hdslb.com/bfs/archive/f835b2dae7ad29aaf7fa9f42d9ce452a1f67f891.jpg,296,21,日常,240986,1708,606,2424,2094,482
123938419,嘻咦啊看,44696735,【嘻咦啊看】你家冰箱里放得最久的肉有多老？,1551102985,20:10,//i1.hdslb.com/bfs/archive/04f793bf0ab4df61b729936104fcec69654da8fc.jpg,1210,182,影视杂谈,1288527,11475,4186,65039,83174,18543
433351,EdmundDZhang,4179465,【老E】快跑！屎里有毒！,1458835597,11:42,//i2.hdslb.com/bfs/archive/44d1774ce844e18e3e477ffa27cd6b1c20fd5a3e.jpg,702,17,单机游戏,737154,7981,2005,431,8791,3070
43536,黑桐谷歌,2541072,黑桐谷歌【如龙0】第二章 支线 桐生是制作人？,1436293220,23:40,//i2.hdslb.com/bfs/archive/73940941327e192b3e0b6fd26a81e77e27639a81.jpg,1420,17,单机游戏,89385,5983,357,29,780,242
927587,木鱼水心,11650695,【木鱼微剧场】《帝企鹅日记》,1498480960,13:20,//i1.hdslb.com/bfs/archive/ef39e925926d5223309c5d61599e7e4bbc4c3f04.jpg,800,182,影视杂谈,290773,3231,1425,723,8075,2984
585267,纯黑-克劳狄乌斯,1279525,纯黑《看门狗》迅猛式视频攻略解说 第九期 最高难度 中文剧情,1405105013,40:30,//i1.hdslb.com/bfs/archive/68ec52e8ea4f287cd2e70295351b5537356d51a9.jpg,2430,17,单机游戏,494293,16460,597,336,2201,3174
43536,黑桐谷歌,951862,黑桐谷歌【GTA5】20工地暗杀行动、房地产任务、抢劫佩立托,1391839945,35:55,//i1.hdslb.com/bfs/archive/7d8147fb381bba3e9d74638d4c696b3d8c44f6af.jpg,2155,17,单机游戏,144182,4846,187,21,173,384
375375,伊丽莎白鼠,706099,【七夕】全明星陪你再过RAP瘾-狂想曲,1376372655,03:31,//i2.hdslb.com/bfs/archive/98a97f20137dbc29384cc1d1adc584ac301bd421.jpg,211,22,鬼畜调教,111580,946,187,322,518,1187
168598,逍遥散人,3212808,脑力竞技vs优瓦夏 i wanna walk the ceiling2,1447386916,46:10,//i2.hdslb.com/bfs/archive/22fa67899e866049a177f3b2dbf61d3247621a5b.jpg,2770,17,单机游戏,542042,13511,1660,1029,3793,5289
585267,纯黑-克劳狄乌斯,3212811,纯黑《刺客信条：枭雄》第四期 完美同步攻略解说,1447386930,41:28,//i1.hdslb.com/bfs/archive/0c330b4800dd5950938fcd0798f661c8292dc1b4.jpg,2488,17,单机游戏,665802,14228,1209,615,5582,2906
398510,泽野螳螂,22628197,刀马♂旦,1524819649,02:34,//i1.hdslb.com/bfs/archive/12f9f894ac5c82a3ed566563d192bf86baee688e.jpg,154,22,鬼畜调教,2066444,13903,6177,42823,113028,51797
1643718,山下智博,1869345,【绅士大概一分钟】老湿的维密秀,1420683072,02:01,//i1.hdslb.com/bfs/archive/d0589aa88063f0fde739197341679efeebfa7a7c.png,121,138,搞笑,87032,873,74,19,108,88
43536,黑桐谷歌,886349,黑桐谷歌【GTA5】14探查港口、遁迹潜行、运兵直升机,1387979622,33:09,//i2.hdslb.com/bfs/archive/1296246b95cf36d5a4511523363fda69de8ee94a.jpg,1989,17,单机游戏,77504,2502,108,17,157,241
7487399,努力的Lorre,23824171,【Lorre说】《复联3》团灭，是星爵猪队友，还是漫威失了志？,1527079208,11:38,//i2.hdslb.com/bfs/archive/fc37aa350ead6beee314b958a75af9b317ecc570.jpg,698,182,影视杂谈,566524,6581,3689,6734,6573,1810
808171,吃素的狮子,3491444,【狮子×T2o】圈圈点点圈圈点点圈圈点点,1451623588,04:31,//i1.hdslb.com/bfs/archive/d6fb45bbce1b3ffaa0e2c934ff60da7e721bcc1b.jpg,271,20,宅舞,399044,14028,3551,844,9030,9480
1643718,山下智博,4064893,【绅士大概一分钟】⑤月刊绅士养猪记,1457658701,03:48,//i2.hdslb.com/bfs/archive/fac4645a73da905e716eb88af710ac3888bf8931.jpg,228,138,搞笑,213665,3044,643,25,1412,237
32786875,信誓蛋蛋,19924855,法国人吐槽：为啥外国有钱人从不买我们眼中的奢侈品?,1519378622,09:40,//i1.hdslb.com/bfs/archive/8013bf97cb410bbe16b1b593d968e2bdd0bae616.jpg,580,21,日常,668869,6397,3291,8258,7716,3885
43536,黑桐谷歌,476750,黑桐谷歌【假期实况】2013-02-17,1361109810,90:16,//i1.hdslb.com/bfs/archive/69cf11935aed183b5910aa356076beaa9db58185.jpg,5416,17,单机游戏,25503,2222,70,3,9,28
423895,怕上火暴王老菊,20727669,【王老菊】彩虹六号隐藏模式,1520937764,24:09,//i2.hdslb.com/bfs/archive/6cc4c3ce4f101455bde77d5d41f4b5705be2d34f.jpg,1449,17,单机游戏,497770,2844,3447,4494,8263,2742
433351,EdmundDZhang,1541721,【老E】国产FC西游记 猴哥身败名裂,1411082945,10:01,//i1.hdslb.com/bfs/archive/73c022d2547d0978e36df69582db0aae881bdff2.jpg,601,17,单机游戏,1495147,20122,1654,1013,2877,3445
1532165,papi酱,16352951,最新研究表明，大夫可以胜任所有职业。。。,1510740397,05:19,//i0.hdslb.com/bfs/archive/0e823b128b66b489b6c9e48fc31d13e9e8f23332.jpg,319,138,搞笑,2397566,19141,4712,20387,22846,8814
927587,木鱼水心,13371038,【木鱼微剧场】《钢铁侠》漫威电影系列,1502723901,14:25,//i0.hdslb.com/bfs/archive/266a0622d5003c79b39cee992046532048a69083.jpg,865,182,影视杂谈,630730,3582,1969,1047,6801,3018
7349,STN工作室,17319770,【屎屎看 特别篇】你们要的《狮屎看》！,1513415613,17:38,//i1.hdslb.com/bfs/archive/ec69fb16565f253c4b90f0ca20bf39024dc6494f.jpg,1058,65,网络游戏,254807,3406,1713,1820,3475,947
43536,黑桐谷歌,198224,【黑桐谷歌】超速鬼畜割草机,1326354071,05:00,//i1.hdslb.com/bfs/archive/b30d07acc059f429dcb8e96527c0d049d604d88e.jpg,300,17,单机游戏,136110,646,81,12,21,163
546195,老番茄,12813975,超真实的番茄格斗之旅,1501549251,11:56,//i2.hdslb.com/bfs/archive/be5da22b6e20c9a8ab19ed83fd9a4285033207e0.jpg,716,17,单机游戏,624676,5656,2131,1178,6080,1183
546195,老番茄,19924839,【老番茄】如何在吃鸡中做一名合格的印度人,1519369252,07:32,//i2.hdslb.com/bfs/archive/2c0aa5f2bde86c71f356b7d7d9c2ac176a2b1de6.jpg,452,65,网络游戏,1825885,7213,3508,23501,34802,13854
32786875,信誓蛋蛋,17778519,为什么老外都嫉妒中国？,1514633629,04:23,//i2.hdslb.com/bfs/archive/022dba30ec4582697a06a976797cdd3e522ceb17.jpg,263,21,日常,967687,5151,2903,22200,24793,5032
423895,怕上火暴王老菊,4916755,王老菊教你如何有品位,1465466633,38:52,//i1.hdslb.com/bfs/archive/5ebfb66d4f42e53adfbe416b023e9dfccf9841c2.jpg,2332,17,单机游戏,512588,6840,2122,70,2178,842
1643718,山下智博,2655857,【绅士大概一分钟】超棒的游戏中心,1438297516,04:00,//i1.hdslb.com/bfs/archive/640c2c1a42e23585c9d2215ff2d33288a7025770.jpg,240,138,搞笑,308922,7442,882,9,333,367
7349,STN工作室,4883987,【屎蛋说30】我们打架伤人从来不按套路出牌,1465205721,08:20,//i0.hdslb.com/bfs/archive/9b3f744296044a31435cdea0a0e71af49459d9a1.jpg,500,65,网络游戏,289768,3433,1078,60,1439,689
562197,中国BOY超级大猩猩,35357760,带你走进全新的世界，国外的抖音（TIK TOK）上面都有些啥？,1541406514,11:01,//i2.hdslb.com/bfs/archive/ba65bbb6f6bd3e52861e49ca55851a22d545e9ea.jpg,661,21,日常,1259574,18891,5194,43568,34004,9659
2403047,嘟督不噶油,8914645,【嘟督咆哮解说】《生化危机7》VR视角（第四话）,1488397024,08:01,//i1.hdslb.com/bfs/archive/08e5a8beca8dd9e5f65ab42044db38fb9b117b23.jpg,481,17,单机游戏,1751881,16876,2779,3877,37857,11290
7349,STN工作室,11454195,【屎O说】一个神奇的瓶盖,1497864163,11:40,//i0.hdslb.com/bfs/archive/8ffef8d555dcc6ddb7838a90becc1012c494f874.jpg,700,17,单机游戏,397411,5322,1615,99,6741,1334
562197,中国BOY超级大猩猩,2278978,恶梦：医院丨恶魔的作画方式,1430530346,12:07,//i0.hdslb.com/bfs/archive/49a1d8dfaa7ce056fb780ea8e0059dbae699670c.jpg,727,17,单机游戏,7680,163,48,29,31,114
1643718,山下智博,3851864,【绅士大概一分钟】②能够封印黑历史的神器,1455554367,03:04,//i1.hdslb.com/bfs/archive/902aa789bcb2fb34177fd7103d3565fdc4700f34.jpg,184,138,搞笑,244813,4713,1117,13,1291,427
562197,中国BOY超级大猩猩,3491414,血染小镇#4丨我是监狱之王！,1451623284,19:48,//i2.hdslb.com/bfs/archive/e165cd470fdb2aeaa20d066ee2f809e498159d2a.jpg,1188,17,单机游戏,133046,1668,222,243,338,608
546195,老番茄,4654627,【番茄实况】螺旋！（已完结）,1463235588,36:49,//i2.hdslb.com/bfs/archive/2ae1b6824af8270c0b096ecaad17f98e829d3a2a.jpg,2209,17,单机游戏,455555,15686,2385,317,4170,2379
1643718,山下智博,2393664,【绅士大概一分钟】蓝翔豆汤干一碗,1433286546,04:18,//i2.hdslb.com/bfs/archive/b563f770c1c8b6501d49ef6918c76879ff9f8100.jpg,258,138,搞笑,235163,4989,352,14,126,242
43536,黑桐谷歌,214629,06黑桐谷歌出品【黑色洛城 赏析解说】堕落梦中人,1328967499,65:07,//i0.hdslb.com/bfs/archive/bfab37e3299db5572671d6e16e404200847e7b91.jpg,3907,17,单机游戏,15861,1233,27,26,33,89
10462362,天天卡牌,34096239,【逗鱼时刻】第174期 日日酱重金求子 女主播认贼作父,1539865162,19:04,//i2.hdslb.com/bfs/archive/a733e34b2326cff9e61425b14af048ad3b6c3bfb.jpg,1144,171,电子竞技,1539608,12081,2051,12050,18830,2352
562197,中国BOY超级大猩猩,2852418,层层恐惧试玩丨下一扇门你永远不知道是什么！,1441210541,31:30,//i1.hdslb.com/bfs/archive/41709f13b070fbb16176f86f0f08e1444ad45829.jpg,1890,17,单机游戏,66676,4613,248,260,251,595
562197,中国BOY超级大猩猩,1033828,超级老山羊的暴走,1396101865,27:57,//i1.hdslb.com/bfs/archive/0b632d29577bdafab0885896a27e1f8f1af65f63.jpg,1677,17,单机游戏,27206,312,89,75,42,99
808171,吃素的狮子,17024872,兔装男子互相翻滚，导致全身骨折。兔男大乱斗！,1512635918,12:11,//i0.hdslb.com/bfs/archive/5a2aa60b2a7fb5448147894fffb59130692a4a57.jpg,731,17,单机游戏,121849,848,370,2215,1183,952
43536,黑桐谷歌,3196510,【巫师/猎魔人/狩魔猎人3】黑桐谷歌视频攻略 44 下一集就是完结+合集了,1447070148,41:50,//i1.hdslb.com/bfs/archive/07ff9604d720a22dd7e9174c1b14da7d4bc848a5.jpg,2510,17,单机游戏,80243,2533,330,31,506,252
7349,STN工作室,7603717,【屎O说】下一回合我能翻盘,1482149422,08:33,//i0.hdslb.com/bfs/archive/51fb744ec8980d7781408b777ef7b6026c00882e.jpg,513,65,网络游戏,291500,3876,1949,13,6135,451
375375,伊丽莎白鼠,3327562,【全明星Rap】黑喂狗！,1449225788,03:40,//i2.hdslb.com/bfs/archive/6c6a659683ca5fbb19530261d95c0ffe607fa920.jpg,220,22,鬼畜调教,21988233,534648,64268,292044,646405,778797
562197,中国BOY超级大猩猩,4703804,Diep.io丨迷你版坦克大战！？,1463673042,14:17,//i2.hdslb.com/bfs/archive/4940877b35ab046d24a72c94e7eebaf763df62fd.jpg,857,17,单机游戏,123864,2040,709,65,849,563
1643718,山下智博,48743580,【山下专访2】UP主做老板难不难？狮子说“不要向我学习！”,1554775229,06:39,//i2.hdslb.com/bfs/archive/1f31caa922511df89282b19e563016acc7fb2cff.jpg,399,21,日常,193637,1212,834,12981,5995,2315
1643718,山下智博,27903959,日本人初次挑战粤语！究竟发生了什么问题？【绅士一分钟】,1532743252,05:41,//i1.hdslb.com/bfs/archive/b108debb3a2f8d812054a9f2c53da30dcfefc6cf.jpg,341,138,搞笑,282345,6798,2076,7415,4165,1350
585267,纯黑-克劳狄乌斯,38208568,【纯黑】《森林》双人极限生存 DAY6-8,1544863688,42:32,//i2.hdslb.com/bfs/archive/50694d42466dbfa952dcd17eb063f12d0177f735.jpg,2552,17,单机游戏,502988,5330,1133,12026,9150,2829
2403047,嘟督不噶油,32638834,水墨风的大宝贝！你见识过吗！,1538222432,11:58,//i0.hdslb.com/bfs/archive/fd29e8797d21a1bf91df2745b29c7bfec503eb3d.jpg,718,172,手机游戏,254407,2281,697,8262,4643,1387
562197,中国BOY超级大猩猩,4966089,就没见过那么智障的恐怖游戏！,1465840477,19:01,//i0.hdslb.com/bfs/archive/6cf5bc2afebb35768662ac4a4ee1ba146e00725d.jpg,1141,17,单机游戏,229083,7806,739,195,1672,1415
777536,LexBurner,3638963,【LexBurner】我就喜欢你看我不爽又干不死我的样子,1453461290,38:02,//i1.hdslb.com/bfs/archive/4eaef4578851ce1cc63255e9a136117f53c10382.jpg,2282,65,网络游戏,1606356,6965,2738,1518,2590,2460
168598,逍遥散人,2115237,2015闲聊之视频篇,1426480299,45:43,//i0.hdslb.com/bfs/archive/9de326cabcba29a6cebc2c9c4858ffacc66246b5.jpg,2743,21,日常,199630,8316,1515,125,1212,1592
946974,影视飓风,27920173,#VLOG#永远是学生,1532750779,14:43,//i2.hdslb.com/bfs/archive/165cc01b3fe0903ca58001c8f01b83b683670f48.jpg,883,21,日常,99445,1190,541,3774,5088,2017
7349,STN工作室,7046892,十年做游戏，九年做（  ）,1478833509,06:03,//i2.hdslb.com/bfs/archive/1b2f214838dd1d915417ed0a3db2ebadee977eb9.jpg,363,121,GMV,1144263,8602,4366,602,27099,29380
562197,中国BOY超级大猩猩,2721442,生存避难所试玩丨这是一个可以被屎憋死的游戏！,1439311373,31:40,//i1.hdslb.com/bfs/archive/13eee1ac3fa51112a7923f9040da18da57ebe511.jpg,1900,17,单机游戏,56257,1672,160,72,88,199
562197,中国BOY超级大猩猩,2967201,Pewdiepie历险记#1丨拯救pewdiepie的粉丝们，大战桶子怪！,1443364281,17:45,//i0.hdslb.com/bfs/archive/055f99506bf2c71bf5d02ac74454afb3dcd7dd04.jpg,1065,17,单机游戏,28815,482,126,32,49,134
927587,木鱼水心,16090744,【木鱼微剧场】《美国队长2》漫威电影系列,1509980106,15:35,//i0.hdslb.com/bfs/archive/a34cb6eef850e96312fbd7a5800b1a893e4728d0.jpg,935,182,影视杂谈,551525,3591,1472,2562,5890,2410
777536,LexBurner,4982492,【蕾彦祖与智本山的污力解说】看到这字体的时候，我就懵了,1465990728,66:28,//i1.hdslb.com/bfs/archive/b2c50dd0943ca931aa28eb1b5097379be0c41a64.jpg,3988,172,手机游戏,506379,4244,1522,178,1765,1216
168598,逍遥散人,7145213,【散人】万圣节i wanna大杂烩 埃王娜制造（P3）,1479447443,58:11,//i1.hdslb.com/bfs/archive/0c227e480ca7fb03c5fb8ab0567ce5e948328c33.jpg,3491,17,单机游戏,277179,9119,1522,474,7052,2568
927587,木鱼水心,771737,【木鱼动画教室@第十一期】职场原则与心态【动画进行时】,1380097509,33:35,//i1.hdslb.com/bfs/archive/056080283ef0d58c729c79a8c0966caec0d7a1db.png,2015,98,机械,11893,439,48,49,346,407
7349,STN工作室,14747254,【屎屎看】11 这个游戏我能玩上一整天,1506222240,26:46,//i0.hdslb.com/bfs/archive/3a350c0d3e2816c530967083a62a1e3d8c459971.jpg,1606,65,网络游戏,386561,5769,3922,1233,7018,1439
